match_date,prediction_timestamp,home_team,away_team,home_odds,draw_odds,away_odds,ou_line,over_odds,under_odds,calculated_implied_xg,pred_home,pred_away,prediction,expected_pts,second_best_prediction,second_best_expected_pts,decision_margin,lambda_home,lambda_away,lambda_total,home_win,draw,away_win
2026-06-21,2026-06-21 04:54:06,Spain,Saudi Arabia,1.1029,10.1286,27.7143,3.25,1.9067,1.9367,3.4339,3,0,3-0,1.247,2-0,1.238,0.0091,2.9396,0.4784,3.418,0.8767,0.0943,0.029
2026-06-21,2026-06-21 15:55:12,Spain,Saudi Arabia,1.0967,10.7,28.8333,3.5,1.902,1.92,3.6833,3,0,3-0,1.2495,2-0,1.2167,0.0328,3.1345,0.5101,3.6447,0.8852,0.0873,0.0275
2026-06-21,2026-06-21 21:05:42,Uruguay,Cape Verde,1.3971,4.4143,9.4143,2.25,1.9567,1.9,2.392,2,0,2-0,1.1058,1-0,1.0401,0.0658,1.8485,0.4908,2.3393,0.6961,0.2142,0.0897
2026-06-23,2026-06-23 19:19:21,England,Ghana,1.1886,7.15,15.7857,3.0,1.81,1.9967,3.248,2,0,2-0,1.1811,3-0,1.1603,0.0208,2.6594,0.5724,3.2318,0.817,0.1305,0.0525
2026-06-22,2026-06-22 20:24:48,France,Iraq,1.0943,11.0286,26.7143,3.75,1.9,1.94,3.9339,3,0,3-0,1.2228,3-1,1.183,0.0398,3.184,0.6679,3.8519,0.8767,0.0892,0.0341
2026-06-22,2026-06-23 01:34:37,Jordan,Algeria,6.695,4.305,1.5083,2.5,1.9117,1.885,2.6598,0,2,0-2,0.9749,1-2,0.9543,0.0205,0.8307,1.8693,2.7,0.1437,0.2249,0.6314
2026-06-22,2026-06-22 21:37:26,Norway,Senegal,2.31,3.3886,3.1086,2.5,1.9,1.8843,2.6657,2,1,2-1,0.6337,2-0,0.6099,0.0238,1.2995,1.3605,2.66,0.3881,0.2785,0.3335
2026-06-22,2026-06-22 23:26:09,Norway,Senegal,2.3043,3.4,3.1171,2.5,1.9183,1.8867,2.6573,2,1,2-1,0.635,2-0,0.6114,0.0236,1.2958,1.3566,2.6524,0.3888,0.2782,0.333
2026-06-23,2026-06-23 07:31:18,Portugal,Uzbekistan,1.166,8.5,19.0,3.25,2.05,1.847,3.309,2,0,2-0,1.1732,3-0,1.1489,0.0243,2.5586,0.7116,3.2702,0.8136,0.1283,0.0581
2026-06-23,2026-06-23 14:56:21,Portugal,Uzbekistan,1.1443,8.4786,18.9286,3.25,1.9833,1.8633,3.3522,2,0,2-0,1.1765,3-0,1.157,0.0195,2.5893,0.7202,3.3095,0.8197,0.1247,0.0556
2026-06-23,2026-06-23 16:42:08,Portugal,Uzbekistan,1.162,8.75,21.75,3.25,1.943,1.961,3.4272,2,0,2-0,1.1675,3-0,1.1564,0.0112,2.6427,0.735,3.3777,0.8201,0.1252,0.0547
2026-06-23,2026-06-23 05:16:13,England,Ghana,1.1971,6.6957,16.0,3.0,1.9667,1.83,3.0956,2,0,2-0,1.1886,3-0,1.15,0.0386,2.5454,0.5479,3.0933,0.8088,0.1389,0.0523
2026-06-23,2026-06-23 05:24:38,Panama,Croatia,6.7786,4.27,1.4957,2.75,1.9233,1.92,2.9065,0,2,0-2,0.9973,1-2,0.9697,0.0276,0.7701,2.1763,2.9464,0.1252,0.2103,0.6645
2026-06-23,2026-06-23 22:50:11,Panama,Croatia,8.4,4.8,1.442,2.75,1.9,2.0,2.9582,0,2,0-2,1.0271,1-2,1.0006,0.0265,0.7824,2.211,2.9934,0.1129,0.1991,0.688
2026-06-23,2026-06-23 05:11:31,Portugal,Uzbekistan,1.1386,8.2071,20.8571,3.25,2.04,1.8067,3.2914,2,0,2-0,1.1845,3-0,1.158,0.0265,2.5461,0.7081,3.2542,0.8199,0.1276,0.0525
2026-06-24,2026-06-24 04:23:57,Bosnia and Herzegovina,Qatar,1.4043,4.9786,7.3214,3.0,1.8967,1.9033,3.1625,2,1,2-1,0.9204,2-0,0.884,0.0364,1.7169,1.424,3.1409,0.5901,0.2111,0.1988
2026-06-24,2026-06-24 18:17:43,Bosnia and Herzegovina,Qatar,1.38,3.0238,3.1938,2.25,1.985,1.8775,2.3694,2,1,2-1,0.8218,2-0,0.814,0.0078,1.301,1.079,2.38,0.5112,0.248,0.2408
2026-06-24,2026-06-24 18:19:03,Bosnia and Herzegovina,Qatar,1.38,5.1929,7.5357,3.0,1.9733,1.8067,3.0814,2,1,2-1,0.9351,2-0,0.9001,0.035,1.6766,1.3905,3.0671,0.5964,0.2076,0.196
2026-06-24,2026-06-25 00:17:28,Czech Republic,Mexico,4.2029,4.0057,1.7743,2.5,1.9143,1.8786,2.655,1,2,1-2,0.7957,0-2,0.7804,0.0154,1.1727,1.4629,2.6356,0.2513,0.2505,0.4981
2026-06-24,2026-06-24 04:32:08,Morocco,Haiti,1.19,6.7243,17.1429,3.0,1.81,1.9967,3.248,2,0,2-0,1.1959,3-0,1.1811,0.0147,2.7532,0.4774,3.2305,0.828,0.1286,0.0434
2026-06-24,2026-06-24 21:05:25,Morocco,Haiti,1.1914,6.8243,15.9286,3.0,1.9033,1.8933,3.1547,2,0,2-0,1.2033,3-0,1.1778,0.0254,2.6809,0.4648,3.1458,0.8248,0.129,0.0462
2026-06-24,2026-06-24 04:37:13,Scotland,Brazil,9.0786,5.1143,1.3486,2.5,1.8329,1.9586,2.7419,0,2,0-2,1.0952,1-2,1.0444,0.0509,0.6451,2.1121,2.7571,0.0964,0.1874,0.7161
2026-06-24,2026-06-24 21:08:21,Scotland,Brazil,10.5429,5.4071,1.3014,2.75,2.0267,1.8067,2.7982,0,2,0-2,1.1158,1-2,1.0665,0.0493,0.657,2.1513,2.8083,0.0869,0.1795,0.7335
2026-06-24,2026-06-25 00:22:45,South Africa,South Korea,5.5,3.7513,1.6714,2.25,1.955,1.9048,2.395,1,2,1-2,0.826,0-2,0.8221,0.0039,1.0385,1.311,2.3494,0.2154,0.269,0.5156
2026-06-24,2026-06-25 00:38:33,South Africa,South Korea,5.3871,3.7543,1.6729,2.25,1.9633,1.88,2.38,1,2,1-2,0.8236,0-2,0.8205,0.0031,1.0303,1.3007,2.331,0.217,0.2689,0.5141
2026-06-24,2026-06-24 04:27:19,Switzerland,Canada,2.3529,3.1543,3.26,2.25,1.7967,2.0333,2.5273,2,0,2-0,0.7046,2-1,0.7019,0.0027,1.5925,0.9686,2.5611,0.4491,0.2876,0.2633
2026-06-24,2026-06-24 16:45:18,Switzerland,Canada,2.4571,3.0457,3.1743,2.25,1.9233,1.92,2.4161,2,0,2-0,0.6885,2-1,0.6816,0.0069,1.514,0.9209,2.4349,0.4347,0.2976,0.2677
2026-06-24,2026-06-24 18:12:02,Switzerland,Canada,2.4863,3.0238,3.1938,2.25,1.985,1.8775,2.3694,2,0,2-0,0.6854,2-1,0.6766,0.0089,1.4779,0.8989,2.3768,0.4312,0.3016,0.2672
2026-06-24,2026-06-24 18:54:16,Switzerland,Canada,2.5214,2.9986,3.1429,2.25,1.91,1.9333,2.4282,2,0,2-0,0.6793,2-1,0.6731,0.0063,1.5235,0.9266,2.4501,0.4294,0.3006,0.27
2026-06-25,2026-06-25 04:14:42,Curaçao,Ivory Coast,20.2143,7.7786,1.1529,3.25,2.0333,1.8167,3.3004,0,2,0-2,1.1636,1-2,1.1348,0.0289,0.7782,2.4524,3.2306,0.0604,0.1375,0.8021
2026-06-25,2026-06-25 17:45:40,Curaçao,Ivory Coast,18.3571,7.5643,1.1686,3.25,1.9033,1.9367,3.4358,0,2,0-2,1.1427,0-3,1.1246,0.0181,0.8079,2.5459,3.3537,0.0631,0.1376,0.7992
2026-06-25,2026-06-25 04:17:31,Ecuador,Germany,5.4371,4.7371,1.5229,2.75,1.8067,2.04,3.0274,1,2,1-2,0.8913,0-2,0.8684,0.0229,1.2524,1.7383,2.9907,0.2088,0.2177,0.5735
2026-06-25,2026-06-25 19:14:13,Ecuador,Germany,4.7186,4.58,1.6186,2.75,1.8833,1.9567,2.9454,1,2,1-2,0.8588,0-2,0.839,0.0198,1.2212,1.695,2.9161,0.2257,0.2243,0.55
2026-06-25,2026-06-25 17:42:22,Japan,Sweden,1.9386,3.45,4.1357,2.5,1.8486,1.9457,2.7263,2,1,2-1,0.7546,2-0,0.7375,0.017,1.5363,1.2084,2.7447,0.475,0.2721,0.2528
2026-06-25,2026-06-26 01:14:08,Paraguay,Australia,2.6728,2.3014,4.1171,1.75,1.8867,1.96,1.934,0,0,0-0,0.7808,1-1,0.7087,0.0721,0.895,0.9004,1.7954,0.3439,0.3889,0.2673
2026-06-25,2026-06-25 17:37:31,Tunisia,Netherlands,27.5714,10.0714,1.1014,3.25,1.86,1.9833,3.4856,1,2,1-2,1.1446,0-2,1.1435,0.0011,1.0099,2.4142,3.424,0.0697,0.127,0.8033
2026-06-25,2026-06-25 22:46:59,Tunisia,Netherlands,26.1429,10.0857,1.1057,3.5,1.9943,1.7986,3.5504,1,2,1-2,1.1382,0-2,1.1352,0.003,1.0273,2.4557,3.483,0.0708,0.1262,0.803
2026-06-25,2026-06-26 01:17:59,Turkey,United States,3.39,4.006,1.996,2.75,1.74,2.03,3.0601,1,2,1-2,0.6847,0-2,0.6463,0.0384,1.6214,1.4253,3.0468,0.3343,0.2432,0.4224
2026-06-26,2026-06-26 23:36:53,Uruguay,Spain,5.7286,3.6286,1.6729,2.25,1.8133,2.0333,2.519,0,2,0-2,0.8742,1-2,0.8654,0.0088,0.9193,1.5707,2.49,0.1814,0.2642,0.5544
2026-06-26,2026-06-26 23:42:30,Cape Verde,Saudi Arabia,2.756,3.232,2.676,2.25,1.88,1.9633,2.4556,1,2,1-2,0.586,0-2,0.5753,0.0106,1.1562,1.2109,2.367,0.3437,0.2954,0.3608
2026-06-26,2026-06-26 23:55:45,Cape Verde,Saudi Arabia,2.745,3.265,2.72,2.25,1.88,1.9633,2.4556,1,2,1-2,0.5827,1-1,0.574,0.0087,1.1562,1.2109,2.367,0.3461,0.2951,0.3588
2026-06-26,2026-06-27 00:14:34,Cape Verde,Saudi Arabia,2.75,3.0,2.75,2.0,2.025,1.825,2.0836,0,0,0-0,0.6205,0-1,0.6119,0.0085,0.9403,0.9848,1.925,0.3344,0.3217,0.3439
2026-06-26,2026-06-27 02:40:51,Egypt,Iran,2.6271,2.7129,3.3314,1.75,1.7833,2.03,2.0061,0,0,0-0,0.683,1-1,0.6409,0.0421,0.9173,0.9453,1.8626,0.3471,0.3474,0.3055
2026-06-26,2026-06-27 02:35:16,New Zealand,Belgium,13.3,7.636,1.19,3.75,1.83,2.0167,4.0216,0,3,0-3,1.1899,0-4,1.1458,0.0441,0.4841,3.4519,3.936,0.0469,0.1006,0.8525
2026-06-26,2026-06-26 04:19:11,Norway,France,5.0357,4.58,1.5786,3.0,1.83,1.9567,3.2196,1,2,1-2,0.8952,0-2,0.8835,0.0117,1.1297,2.0773,3.207,0.1878,0.2105,0.6017
2026-06-26,2026-06-26 18:05:43,Norway,France,6.6586,5.2786,1.4086,3.25,2.0333,1.8,3.2909,1,2,1-2,0.9597,0-2,0.9454,0.0144,1.1525,2.1193,3.2719,0.1592,0.1922,0.6486
2026-06-26,2026-06-26 04:27:42,Senegal,Iraq,1.23,6.3871,13.0143,3.0,1.8833,1.9167,3.1751,2,0,2-0,1.1095,2-1,1.0884,0.0211,2.2613,0.8332,3.0945,0.7514,0.1628,0.0858
2026-06-26,2026-06-26 18:09:36,Senegal,Iraq,1.2071,6.8671,13.8571,3.0,1.8467,1.9533,3.2098,2,0,2-0,1.1203,2-1,1.1003,0.02,2.2843,0.8417,3.126,0.7615,0.1556,0.0829
2026-06-26,2026-06-26 22:32:38,Uruguay,Spain,6.1514,3.6714,1.6386,2.25,1.84,2.0033,2.4926,0,2,0-2,0.8876,1-2,0.8772,0.0104,0.907,1.5498,2.4568,0.1747,0.2638,0.5615
2026-06-27,2026-06-28 01:51:04,Algeria,Austria,3.43,2.0734,3.6767,1.75,2.11,1.7733,1.7733,0,0,0-0,0.8676,1-1,0.7566,0.1111,0.8292,0.8902,1.7195,0.2881,0.4217,0.2901
2026-06-27,2026-06-27 19:49:26,Colombia,Portugal,3.4383,3.8667,2.015,2.75,1.9033,1.8967,2.9048,1,2,1-2,0.7099,0-2,0.6818,0.0281,1.3988,1.4821,2.8809,0.3054,0.2524,0.4422
2026-06-27,2026-06-27 23:17:38,Colombia,Portugal,3.92,3.9175,1.885,2.75,1.9133,1.93,2.9166,1,2,1-2,0.7441,0-2,0.7144,0.0298,1.4041,1.4876,2.8917,0.2852,0.2511,0.4637
2026-06-27,2026-06-27 05:30:44,Croatia,Ghana,1.816,3.24,5.35,2.25,2.05,1.7967,2.3046,2,0,2-0,0.9061,1-0,0.862,0.044,1.6766,0.6258,2.3024,0.5684,0.2764,0.1553
2026-06-27,2026-06-27 19:44:11,Croatia,Ghana,1.825,3.2025,5.6525,2.0,1.7567,2.04,2.2632,2,0,2-0,0.9066,1-0,0.8708,0.0358,1.6399,0.6121,2.2519,0.5668,0.2821,0.1511
2026-06-27,2026-06-27 19:46:40,DR Congo,Uzbekistan,1.725,3.8133,4.9567,2.25,1.9433,1.8967,2.3965,2,1,2-1,0.7885,1-0,0.7808,0.0077,1.1964,1.0875,2.2839,0.4879,0.2702,0.242
2026-06-27,2026-06-27 23:19:49,DR Congo,Uzbekistan,1.6825,3.82,5.2725,2.25,1.92,1.92,2.4176,2,1,2-1,0.8029,2-0,0.7934,0.0096,1.2099,1.0998,2.3097,0.4965,0.2687,0.2348
2026-06-27,2026-06-28 01:55:51,Jordan,Argentina,18.7,9.03,1.16,3.0,1.943,1.943,3.1594,0,2,0-2,1.235,0-3,1.2177,0.0172,0.4261,2.762,3.1881,0.0413,0.1075,0.8512
2026-06-27,2026-06-27 05:33:43,Panama,England,15.8333,8.1167,1.1717,3.25,1.9067,1.9333,3.4321,0,3,0-3,1.181,0-2,1.176,0.005,0.5828,2.8562,3.4391,0.0505,0.1155,0.834
2026-06-27,2026-06-27 19:41:11,Panama,England,16.1667,9.2333,1.1467,3.5,1.9583,1.85,3.6047,0,3,0-3,1.1953,0-2,1.1737,0.0216,0.6094,2.9865,3.596,0.0487,0.1033,0.8481
2026-06-28,2026-06-28 04:16:56,South Africa,Canada,5.385,3.6817,1.71,2.25,1.92,1.9233,2.4191,0,2,0-2,0.8289,1-2,0.8279,0.001,0.9904,1.3787,2.3692,0.2085,0.2709,0.5207
2026-06-28,2026-06-28 18:44:25,South Africa,Canada,4.9083,3.3817,1.8213,2.25,1.9993,1.842,2.3469,0,2,0-2,0.7929,1-2,0.7882,0.0047,0.9534,1.3272,2.2806,0.2175,0.2867,0.4958
